0	8.4698612095	
1	5.63066201878	
2	6.09214112016	
3	5.02964252265	
4	5.36894288493	
5	3.86918993007	
6	3.69758842354	
7	3.4334950978	
8	2.97306291364	
9	3.09700979811	
10	3.31830901004	
11	2.88124297702	
12	2.40978470374	
13	2.42664279631	
14	2.30045424387	
15	1.83769476497	
16	1.90380009931	
17	1.54115962146	
18	1.42623792691	
19	1.60544629997	
20	1.41139583364	
21	1.31038698731	
22	1.26468017073	
23	1.27863808543	
24	1.25988428943	
25	1.20329431762	
26	0.956724139035	
27	0.876180755813	
28	1.04445687776	
29	1.06020415595	
30	0.915300226771	
31	0.81189899901	
82.7054132013
