filename,IPC,FTQ_STALLED_MPKI,UOP_CACHE_HIT_RATE,CRITICAL_HIT_RATE,INSTR_TILL_MISS_RESTEER,EVICT_DEMAND_PERC,EVICT_PREF_NOT_USED_PERC,EVICT_PREF_USED_PERC,L1I_PREFETCH_USEFUL,SWITCH_STALLS_MPKI
compute_fp_60.txt,2.2796,0.00104,99.978,96.8504,36.6667,99.9832,0.00649831,0.0103973,9,0.0087
compute_fp_75.txt,3.47073,1.93705,46.1384,77.5493,114.211,84.0695,0,15.9306,126461,8.48129
compute_int_11.txt,3.31493,9.75277,87.7752,92.9752,138.978,85.4509,0,14.5492,73713,8.33265
compute_int_110.txt,4.16876,8.09043,71.565,87.0052,58.7248,78.9639,0,21.0362,98648,14.5752
compute_int_111.txt,2.13531,23.9488,78.1189,87.9421,60.8662,75.0316,0,24.9685,226276,10.0667
compute_int_118.txt,2.11622,17.2487,83.3285,93.9456,81.815,81.8898,0,18.1103,112689,11.7901
compute_int_121.txt,2.57823,21.5494,71.2504,86.6614,53.5517,75.7298,0,24.2703,219109,13.2087
compute_int_123.txt,1.74437,4.48446,77.6444,83.4297,230.585,91.4361,0,8.56395,91668,8.53314
compute_int_124.txt,2.3767,11.246,78.37,90.118,97.3795,79.312,0,20.6881,164466,10.625
compute_int_139.txt,2.31238,21.9968,77.479,88.1402,64.5038,76.2304,0,23.7697,195890,10.9315
compute_int_155.txt,1.84784,20.1468,84.2982,92.2627,57.4872,80.8412,0,19.1589,166008,11.2508
compute_int_17.txt,1.50689,14.8768,76.1168,92.5909,81.5488,81.8401,0,18.16,176176,7.91044
compute_int_190.txt,2.9926,8.12254,85.1999,90.1077,115.162,86.6726,0,13.3275,95638,9.79686
compute_int_192.txt,2.12469,20.1231,83.1865,91.1686,81.568,76.042,0,23.9581,154306,8.05628
compute_int_197.txt,2.0153,8.46378,86.8874,91.7717,117.877,87.9068,0,12.0933,81843,7.682
compute_int_207.txt,2.74611,18.7069,87.6252,91.2585,97.2984,82.5594,0,17.4407,134243,5.58916
compute_int_209.txt,2.50349,17.9325,91.8518,93.3366,106.44,84.06,0,15.9401,98348,4.04672
compute_int_233.txt,2.29235,20.4776,79.1262,87.8265,71.3998,76.9455,0,23.0546,189736,10.2915
compute_int_242.txt,2.03277,7.43054,80.8949,93.1224,161.107,87.769,0,12.2311,71707,10.156
compute_int_262.txt,2.35298,24.9317,71.5051,86.381,49.0647,71.9099,0,28.0902,263359,13.8948
compute_int_265.txt,1.87142,13.0006,86.907,93.6905,115.619,85.6588,0,14.3413,88271,8.54654
compute_int_277.txt,2.25395,22.2448,78.6342,87.9199,68.0379,75.3784,0,24.6217,189630,10.4372
compute_int_290.txt,1.91405,15.0029,85.588,92.7485,84.7532,85.4419,0,14.5582,113477,7.5516
compute_int_291.txt,2.5764,22.372,72.9373,87.1363,52.1902,73.3502,0,26.6499,248460,12.2268
compute_int_294.txt,2.39737,6.50916,83.6485,96.5931,134.539,92.7548,0,7.24524,43201,6.72894
compute_int_298.txt,2.49935,8.81682,74.2169,92.086,102.029,86.2429,0,13.7572,132924,7.03446
compute_int_316.txt,3.93763,2.4466,71.5884,87.892,106.562,91.142,0,8.85802,55158,13.8699
compute_int_318.txt,2.48085,16.3705,81.5177,88.5098,84.3801,77.2285,0,22.7716,159252,8.91152
compute_int_327.txt,2.40779,13.0723,69.3503,92.2777,76.0137,81.2435,0,18.7566,177162,9.53086
compute_int_328.txt,2.246,9.56326,80.6216,92.5728,114.714,84.9062,0,15.0939,124819,8.80708
compute_int_329.txt,2.5857,8.99736,80.0707,96.2301,103.826,91.8995,0,8.10059,36390,7.31576
compute_int_338.txt,2.41401,7.9504,75.4235,93.1897,107.96,87.5196,0,12.4805,79788,10.7801
compute_int_345.txt,1.65655,3.41427,81.4944,83.6786,279.013,90.0409,0,9.95912,72553,7.76363
compute_int_349.txt,2.14946,10.3286,74.3532,88.1588,75.2056,79.1572,0,20.8429,158621,14.379
compute_int_360.txt,2.49532,6.1277,79.006,92.9818,191.358,87.5718,0,12.4283,80905,11.0451
compute_int_377.txt,1.64055,10.1658,87.1312,92.7584,110.35,87.6775,0,12.3226,84920,6.50168
compute_int_386.txt,2.8107,5.21057,80.5926,92.6012,183.857,89.8593,0,10.1408,53741,10.8543
compute_int_416.txt,2.47011,18.7494,78.9895,88.3139,75.2788,77.9473,0,22.0528,182670,9.7091
compute_int_44.txt,1.916,21.5037,85.9775,93.4021,67.5833,80.7834,0,19.2167,161446,10.6825
compute_int_444.txt,2.8518,8.11307,76.9178,92.6356,99.7095,89.9265,0,10.0736,75170,15.4648
compute_int_450.txt,1.79531,8.66688,80.7245,89.1018,152.55,85.2164,0,14.7837,117195,9.17332
compute_int_46.txt,4.76665,1.83304,69.9352,84.9586,71.3821,92.6764,0,7.32361,43994,14.7094
compute_int_468.txt,2.44745,23.144,75.1351,88.3473,58.187,74.8202,0,25.1799,216154,11.7785
compute_int_473.txt,1.47268,4.08739,82.8243,83.2628,286.31,91.0335,0,8.96653,84557,6.87657
compute_int_480.txt,2.42107,6.37494,85.3754,91.0917,104.994,90.184,0,9.81605,65459,9.56138
compute_int_482.txt,1.99426,9.04907,83.2098,91.8735,116.127,88.9257,0,11.0744,94090,7.84485
compute_int_486.txt,2.48247,22.3726,73.6742,87.0818,53.517,73.1474,0,26.8527,248588,11.6842
compute_int_489.txt,2.45053,8.85494,86.7165,93.06,113.21,84.2521,0,15.748,71410,7.45036
