filename,IPC,FTQ_STALLED_MPKI,UOP_CACHE_HIT_RATE,CRITICAL_HIT_RATE,INSTR_TILL_MISS_RESTEER,EVICT_DEMAND_PERC,EVICT_PREF_NOT_USED_PERC,EVICT_PREF_USED_PERC,L1I_PREFETCH_USEFUL,SWITCH_STALLS_MPKI
crypto68.txt,5.06714,0.57562,99.4493,91.8969,624.895,98.5831,0,1.41693,8748,0.33198
crypto70.txt,4.2861,0.9256,98.9692,92.4343,264.403,94.4914,0,5.50867,12840,0.72796
crypto71.txt,4.70932,0.75188,99.0229,92.7444,610.826,96.2258,0,3.77423,11380,0.57116
crypto72.txt,4.13751,0.805941,98.3136,91.2666,1171.28,92.4079,0,7.5922,17280,0.887321
crypto73.txt,3.95497,0.904741,98.8631,92.4125,321.677,93.3073,0,6.6928,14029,0.655501
crypto74.txt,4.18857,0.80136,99.1434,92.9681,346.081,94.5555,0,5.44451,11049,0.52252
crypto75.txt,3.06317,0.837181,99.1279,92.9776,515.604,97.1373,0,2.86273,11126,0.553201
crypto78.txt,4.97166,0.8114,99.4778,92.2703,264.293,98.2603,0,1.7398,8857,0.3356
crypto8.txt,3.4494,6.03816,95.6202,97.1065,236.007,93.012,0,6.98802,20585,2.51608
crypto80.txt,2.33328,13.914,92.7641,94.5639,108.364,88.4393,0,11.5608,68887,5.5146
crypto81.txt,4.50241,0.8312,98.8888,91.926,325.083,96.2915,0,3.70855,14069,0.60234
crypto83.txt,4.43466,0.82644,98.6594,92.2456,405.965,93.9015,0,6.09851,14235,0.94582
crypto84.txt,4.97193,0.806841,99.4753,92.5091,711.435,97.6697,0,2.33039,9104,0.337001
crypto86.txt,4.97054,0.813121,99.4835,92.4876,1114.06,97.9685,0,2.03154,9077,0.333321
crypto87.txt,4.80899,3.44296,93.6983,92.7344,210.536,98.4373,0,1.56271,9681,7.61652
crypto88.txt,5.11149,4.56208,85.1009,93.7058,189.084,98.9591,0,1.04098,4642,12.6712
crypto89.txt,4.45496,2.2008,96.959,92.679,308.1,96.2352,0,3.76482,14637,3.7961
crypto90.txt,2.46979,11.379,92.7884,94.3447,119.042,87.0629,0,12.9372,71110,4.4604
crypto91.txt,4.97451,0.80512,99.4767,92.3265,1507.6,98.342,0,1.6581,9084,0.34556
crypto92.txt,4.80065,4.9214,94.4563,92.2507,223.257,98.8129,0,1.18713,8878,7.93962
crypto94.txt,2.79468,0.76384,99.2139,91.4704,859.99,97.3101,0,2.69,11704,0.447
crypto96.txt,1.82626,12.038,92.9269,93.2152,108.849,87.5361,0,12.464,91836,4.22198
crypto98.txt,2.57357,12.7695,92.7596,94.8247,105.468,87.0866,0,12.9135,75919,5.1184
srv105.txt,3.01084,3.49136,62.779,74.8412,63.2785,89.2781,0,10.722,131951,9.93744
srv108.txt,4.31694,3.45887,33.393,64.1341,28.4076,91.2962,0,8.70388,130280,10.7189
srv111.txt,2.72388,3.72586,62.9646,76.304,73.1507,89.721,0,10.2791,118636,9.79166
srv113.txt,3.23023,5.44578,38.0444,93.4302,78.646,88.1889,0,11.8112,167956,11.6899
srv12.txt,2.68768,5.42696,62.6899,72.8616,53.9479,87.8524,0,12.1477,149926,10.2857
srv120.txt,2.95396,3.48504,62.9217,75.22,65.401,89.8573,0,10.1428,127258,9.82822
srv128.txt,2.97178,4.496,62.7805,72.5205,54.1609,89.5574,0,10.4427,118252,9.80912
srv131.txt,2.90276,3.82796,62.847,74.7513,67.175,90.9074,0,9.09261,115544,9.73002
srv132.txt,2.77046,1.7849,72.0077,71.832,84.5135,92.3712,0,7.62882,51728,5.65318
srv133.txt,2.98736,3.58746,63.1223,75.8472,70.4715,90.4273,0,9.57279,120175,9.48352
srv137.txt,2.59565,2.03756,72.1807,72.9349,64.0771,92.0796,0,7.92044,55056,5.46592
srv147.txt,1.9762,3.78718,67.3027,77.958,67.7927,90.1228,0,9.87724,118846,8.95922
srv151.txt,2.93808,3.67928,62.9021,75.4932,67.869,91.992,0,8.00807,110420,9.75196
srv152.txt,3.80077,4.234,49.405,87.3228,139.108,85.2139,0,14.7862,162361,10.4584
srv16.txt,3.05752,3.28154,62.6352,74.6913,67.9719,88.7527,0,11.2474,134168,9.89122
srv160.txt,2.77536,1.77178,73.1851,71.9685,99.7049,92.8261,0,7.17395,58491,5.7188
srv162.txt,3.01926,3.3821,62.1322,74.6628,62.8054,89.7375,0,10.2626,119676,9.90032
srv167.txt,4.39991,3.2547,33.4733,65.0247,38.406,90.9535,0,9.0466,153147,10.8537
srv171.txt,2.91221,3.56632,62.8834,75.3903,71.5457,90.5816,0,9.41845,121263,9.80716
srv174.txt,1.38061,1.15998,42.793,83.8111,439.192,90.9712,0,9.02883,103032,9.366
srv177.txt,4.3333,3.31825,32.7242,72.2255,35.557,88.6567,0,11.3434,167321,10.7732
srv180.txt,3.08266,3.24328,62.8624,75.0249,65.9072,87.4727,0,12.5274,164214,9.85462
srv187.txt,3.93067,3.09424,34.0992,64.7775,38.5208,87.0227,0,12.9774,223258,10.9821
